COMPANY                              ,COUNTRY_ISO2,LOCATION,TURNOVER,LISTED,TICKER,STOCK_MARKET,BUSINESS_DOMAIN,ENERGY_DOMAIN,SUPPLY_CHAIN_SEGMENT,WEBSITE,INFO,CONTACT
"RIERGE, SA",ES,Mollet del VallÃ¨s (Barcelona),,,,,,,,https://BLANK,Manufacturer of CNC machining centres for industrial sectors,
"RINA IBERIA, SL",ES,Barcelona (Barcelona),,,,,,,,https://BLANK,Multinational providing consulting and certification services,
SA VICHY CATALAN,ES,Barcelona (Barcelona),,,,,,,,https://BLANK,Mineral and sparkling water producer with organic juices and a health resort,
"SALON SELECCION PROFESIONAL, SA",ES,LliÃ§Ã  de Vall (Barcelona),2-5M €,,,,,,,https://BLANK,"Designer, manufacturer and wholesaler of hairdressing equipment and salon furniture",
"SANMY, SA",ES,Terrassa (Barcelona),,,,,,,,https://BLANK,"Manufacturer, packager and distributor of drinks including soda and sparkling water",
"SANOFI AVENTIS, SA",ES,Barcelona (Barcelona),>100 M €,,,,,,,https://BLANK,French biopharmaceutical multinational producing pharmaceuticals and OTC medication,
"SANTIN DIGITAL, SL",ES,SarriÃ  de Ter (Girona),,,,,,,,https://BLANK,Sublimation printing for multisport apparel,
"SCHNELLECKE LOGISTICS ESPAÃ‘A, S.A",ES,Sant Esteve Sesrovires (Barcelona),,,,,,,,https://BLANK,"Global logistics provider including warehousing, transport, and distribution",
"SEDATEX, SA",ES,Olesa de Montserrat (Barcelona),,,,,,,,https://BLANK,"Researches, designs, develops, and produces fabrics including plain dyed and printed",
"SELVAFIL, SA",ES,MaÃ§anet de la Selva (Girona),,,,,,,,https://BLANK,Manufacturer of high-tech yarns with special fibre blends and small batches,
"SERVICIOS RECIPE TM 2, SA",ES,Barcelona (Barcelona),,,,,,,,https://BLANK,"Industrial packaging, wood packaging, lashing, and logistics in Spain and Mexico",
"SMARTMONKEY SCALABLE COMPUTING, SL",ES,Barcelona (Barcelona),,,,,,,,https://BLANK,Platform for last-mile logistics route planning and management,
SOCIETAT COOPERATIVA AGRICOLA CATALANA I SECCIO DE CREDIT DE RESPONSABILITAT LIMITADA DE BATEA,ES,Batea (Tarragona),,,,,,,,https://BLANK,Celler Batea is a family-owned wine producer covering the full winemaking process with in-house quality control,
"SOLUTIONS TRILOGI, SL",ES,Igualada (Barcelona),,,,,,,,https://BLANK,"Global eCommerce agency developing online stores with strategy, design, technology, and technical support",
"SPIRAX, SL",ES,MontornÃ¨s del VallÃ¨s (Barcelona),,,,,,,,https://BLANK,"Manufactures paper, paperboard, and flexible materials with worldwide logistics services",
"TALLERS VILARO-BERNAT, SL",ES,Miralcamp (Lleida),0-2 M €,,,,,,,https://BLANK,Manufacturer and wholesaler of horticultural machinery for vegetable and fruit crops,
"TEJIDOS EUROPA, SA",ES,LliÃ§Ã  de Vall (Barcelona),,,,,,,,https://BLANK,"Designs, manufactures and sells office and home upholstery and leather goods",
"TEXTIL A ORTIZ, SA",ES,Santa PerpÃ¨tua de Mogoda (Barcelona),,,,,,,,https://BLANK,Design and manufacture of fabrics for furniture upholstery and interior habitat design,
"TEXTIL ZE DE, SAU",ES,MatarÃ³ (Barcelona),0-2 M €,,,,,,,https://BLANK,"Exclusive underwear brand Zero Defects, 100% made in Barcelona since 1920",
"UNIGRAF ANOIA, SA",ES,Igualada (Barcelona),,,,,,,,https://BLANK,Provider of printing services and packaging for industrial and consumer goods,
"UNILABEL ID SERVICE, SL",ES,Montseny (Barcelona),,,,,,,,https://BLANK,International network of printshops printing variable data on labels and product packaging,
"UPM RAFLATAC IBERICA, SA",ES,PolinyÃ  (Barcelona),,,,,,,,https://BLANK,Developer and manufacturer of self-adhesive label materials,
"VALBAL IMMOBLES, SL",ES,"Franqueses del VallÃ¨s, les (Barcelona)",,,,,,,,https://BLANK,Manufacturer of low-voltage and special electric cables,
"VANDERLANDE INDUSTRIES, SANTPEDOR, SL",ES,Castellnou de Bages (Barcelona),,,,,,,,https://BLANK,"Leader in airport luggage-handling, parcel systems, postal classification, and warehouse automation",
"VELLUTS, SA",ES,Terrassa (Barcelona),,,,,,,,https://BLANK,Piece-dyeing and finishing services for the textile industry,
"VIASTORE SYSTEMS, SA",ES,Sant Cugat del VallÃ¨s (Barcelona),,,,,CERAMICS,,,https://BLANK,Intralogistics solutions provider with warehouse management system viadat,
Iris Ceramica Group,IT,,,,,,CERAMICS,,,https://www.irisceramica.com,,
Florim Ceramiche (Florim),IT,,,,,,CERAMICS,,,https://www.florim.com,,
Gruppo Concorde,IT,,,,,,CERAMICS,,,https://www.gruppoconcorde.it,,
Panariagroup Industrie Ceramiche,IT,,,,,,CERAMICS,,,https://www.panariagroup.it,,
Atlas Concorde (Gruppo Concorde),IT,,,,,,CERAMICS,,,https://www.atlasconcorde.com,,
Cooperativa Ceramica d'Imola,IT,,,,,,CERAMICS,,,https://ccimola.com,,
Gresmalt Group (Ceramiche Gresmalt),IT,,,,,,CERAMICS,,,https://www.gresmalt.it,,
Cotto d'Este,IT,,,,,,CERAMICS,,,https://www.cottodeste.com,,
Gabbianelli,IT,,,,,,CERAMICS,,,https://gabbianelli.com,,
Villari,IT,,,,,,CERAMICS,,,https://villari.it,,
